datetime,open,high,low,close,volume
2023-12-08 20:35:00,16383.0,16384.0,16376.0,16384.0,29
2023-12-08 20:40:00,16384.0,16389.0,16383.0,16384.0,28
2023-12-08 20:45:00,16388.0,16390.0,16380.0,16380.0,43
2023-12-08 20:50:00,16378.0,16384.0,16377.0,16384.0,22
2023-12-08 20:55:00,16380.0,16385.0,16377.0,16385.0,20
2023-12-08 21:00:00,16384.0,16384.0,16372.0,16372.0,38
2023-12-08 21:05:00,16372.0,16385.0,16372.0,16382.0,56
2023-12-08 21:10:00,16385.0,16385.0,16379.0,16379.0,21
2023-12-08 21:15:00,16378.0,16385.0,16375.0,16384.0,39
2023-12-08 21:20:00,16385.0,16386.0,16381.0,16383.0,24
2023-12-08 21:25:00,16381.0,16394.0,16381.0,16392.0,50
2023-12-08 21:30:00,16390.0,16400.0,16377.0,16395.0,111
2023-12-08 21:35:00,16399.0,16399.0,16327.0,16342.0,788
2023-12-08 21:40:00,16341.0,16362.0,16336.0,16361.0,162
2023-12-08 21:45:00,16362.0,16406.0,16359.0,16400.0,375
2023-12-08 21:50:00,16401.0,16401.0,16380.0,16388.0,161
2023-12-08 21:55:00,16392.0,16395.0,16377.0,16377.0,108
2023-12-08 22:00:00,16376.0,16376.0,16348.0,16351.0,231
2023-12-08 22:05:00,16351.0,16357.0,16337.0,16338.0,245
2023-12-08 22:10:00,16336.0,16339.0,16328.0,16334.0,176
2023-12-08 22:15:00,16332.0,16333.0,16302.0,16308.0,462
2023-12-08 22:20:00,16306.0,16318.0,16302.0,16314.0,212
2023-12-08 22:25:00,16315.0,16324.0,16314.0,16323.0,114
2023-12-08 22:30:00,16323.0,16328.0,16309.0,16324.0,127
2023-12-08 22:35:00,16323.0,16331.0,16300.0,16330.0,512
2023-12-08 22:40:00,16328.0,16343.0,16307.0,16307.0,361
2023-12-08 22:45:00,16307.0,16355.0,16303.0,16353.0,334
2023-12-08 22:50:00,16353.0,16370.0,16346.0,16362.0,408
2023-12-08 22:55:00,16363.0,16363.0,16338.0,16342.0,232
2023-12-08 23:00:00,16342.0,16348.0,16330.0,16335.0,203
2023-12-08 23:05:00,16339.0,16372.0,16339.0,16355.0,316
2023-12-08 23:10:00,16354.0,16371.0,16348.0,16371.0,231
2023-12-08 23:15:00,16371.0,16381.0,16364.0,16380.0,257
2023-12-08 23:20:00,16378.0,16387.0,16374.0,16379.0,178
2023-12-08 23:25:00,16378.0,16378.0,16367.0,16370.0,136
2023-12-08 23:30:00,16370.0,16376.0,16366.0,16372.0,127
2023-12-08 23:35:00,16374.0,16374.0,16360.0,16361.0,120
2023-12-08 23:40:00,16362.0,16364.0,16342.0,16347.0,197
2023-12-08 23:45:00,16346.0,16349.0,16340.0,16349.0,140
2023-12-08 23:50:00,16347.0,16349.0,16335.0,16340.0,129
2023-12-08 23:55:00,16339.0,16349.0,16332.0,16346.0,94
2023-12-09 00:00:00,16345.0,16353.0,16340.0,16349.0,106
2023-12-09 00:05:00,16347.0,16348.0,16332.0,16332.0,101
2023-12-09 00:10:00,16333.0,16336.0,16327.0,16329.0,191
2023-12-09 00:15:00,16328.0,16328.0,16314.0,16317.0,145
2023-12-09 00:20:00,16316.0,16316.0,16296.0,16297.0,349
2023-12-09 00:25:00,16299.0,16299.0,16288.0,16297.0,184
2023-12-09 00:30:00,16297.0,16305.0,16295.0,16304.0,153
2023-12-09 00:35:00,16306.0,16317.0,16304.0,16309.0,173
2023-12-09 00:40:00,16311.0,16317.0,16299.0,16304.0,120
2023-12-09 00:45:00,16303.0,16303.0,16292.0,16300.0,190
2023-12-09 00:50:00,16300.0,16301.0,16292.0,16292.0,72
2023-12-09 00:55:00,16293.0,16299.0,16285.0,16290.0,131
2023-12-09 01:00:00,16291.0,16293.0,16289.0,16289.0,78
2023-12-09 01:05:00,16291.0,16292.0,16280.0,16280.0,85
2023-12-09 01:10:00,16280.0,16283.0,16269.0,16274.0,172
2023-12-09 01:15:00,16272.0,16272.0,16257.0,16264.0,215
2023-12-09 01:20:00,16263.0,16271.0,16260.0,16269.0,116
2023-12-09 01:25:00,16270.0,16279.0,16270.0,16273.0,81
2023-12-09 01:30:00,16274.0,16283.0,16273.0,16283.0,60
2023-12-09 01:35:00,16284.0,16285.0,16277.0,16277.0,36
2023-12-09 01:40:00,16277.0,16278.0,16268.0,16272.0,48
2023-12-09 01:45:00,16273.0,16283.0,16273.0,16280.0,41
2023-12-09 01:50:00,16282.0,16284.0,16275.0,16275.0,34
2023-12-09 01:55:00,16275.0,16283.0,16274.0,16278.0,21
2023-12-09 02:00:00,16281.0,16282.0,16277.0,16280.0,28
2023-12-09 02:05:00,16282.0,16284.0,16280.0,16281.0,29
2023-12-09 02:10:00,16284.0,16289.0,16283.0,16284.0,33
2023-12-09 02:15:00,16286.0,16292.0,16286.0,16291.0,35
2023-12-09 02:20:00,16289.0,16292.0,16284.0,16287.0,33
2023-12-09 02:25:00,16286.0,16295.0,16286.0,16291.0,96
2023-12-09 02:30:00,16288.0,16295.0,16288.0,16295.0,26
2023-12-09 02:35:00,16294.0,16299.0,16291.0,16299.0,28
2023-12-09 02:40:00,16296.0,16299.0,16292.0,16295.0,28
2023-12-09 02:45:00,16292.0,16295.0,16290.0,16292.0,26
2023-12-09 02:50:00,16292.0,16312.0,16288.0,16308.0,127
2023-12-09 02:55:00,16310.0,16322.0,16310.0,16319.0,104
2023-12-09 03:00:00,16319.0,16331.0,16313.0,16328.0,87
2023-12-11 09:20:00,16280.0,16280.0,15980.0,16128.0,6123
2023-12-11 09:25:00,16128.0,16182.0,16115.0,16163.0,1823
2023-12-11 09:30:00,16164.0,16197.0,16146.0,16182.0,1246
2023-12-11 09:35:00,16181.0,16218.0,16104.0,16162.0,3492
2023-12-11 09:40:00,16163.0,16233.0,16140.0,16196.0,2923
2023-12-11 09:45:00,16196.0,16220.0,16174.0,16175.0,1663
2023-12-11 09:50:00,16175.0,16182.0,16155.0,16160.0,1515
2023-12-11 09:55:00,16159.0,16196.0,16133.0,16137.0,1905
2023-12-11 10:00:00,16136.0,16185.0,16132.0,16169.0,1080
2023-12-11 10:05:00,16166.0,16182.0,16142.0,16145.0,779
2023-12-11 10:10:00,16143.0,16153.0,16111.0,16125.0,1442
2023-12-11 10:15:00,16126.0,16138.0,16116.0,16120.0,717
2023-12-11 10:20:00,16122.0,16133.0,16092.0,16107.0,1270
2023-12-11 10:25:00,16108.0,16128.0,16098.0,16101.0,855
2023-12-11 10:30:00,16100.0,16109.0,16085.0,16086.0,660
2023-12-11 10:35:00,16086.0,16089.0,16046.0,16049.0,1398
2023-12-11 10:40:00,16051.0,16071.0,16048.0,16061.0,805
2023-12-11 10:45:00,16062.0,16097.0,16060.0,16095.0,935
2023-12-11 10:50:00,16095.0,16098.0,16055.0,16057.0,792
2023-12-11 10:55:00,16058.0,16059.0,16033.0,16040.0,825
2023-12-11 11:00:00,16040.0,16042.0,16006.0,16022.0,1374
2023-12-11 11:05:00,16022.0,16036.0,16013.0,16031.0,879
2023-12-11 11:10:00,16031.0,16037.0,16016.0,16027.0,494
2023-12-11 11:15:00,16028.0,16031.0,16001.0,16013.0,669
2023-12-11 11:20:00,16013.0,16033.0,16008.0,16030.0,613
2023-12-11 11:25:00,16028.0,16050.0,16027.0,16049.0,781
2023-12-11 11:30:00,16050.0,16053.0,16036.0,16050.0,385
2023-12-11 11:35:00,16050.0,16056.0,16032.0,16034.0,394
2023-12-11 11:40:00,16034.0,16054.0,16030.0,16044.0,275
2023-12-11 11:45:00,16043.0,16045.0,16033.0,16037.0,165
2023-12-11 11:50:00,16039.0,16039.0,16025.0,16037.0,231
2023-12-11 11:55:00,16038.0,16039.0,16027.0,16031.0,140
2023-12-11 12:00:00,16031.0,16036.0,16028.0,16035.0,255
2023-12-11 13:05:00,16033.0,16059.0,16022.0,16059.0,815
2023-12-11 13:10:00,16060.0,16069.0,16035.0,16060.0,833
2023-12-11 13:15:00,16062.0,16080.0,16060.0,16077.0,743
2023-12-11 13:20:00,16076.0,16103.0,16073.0,16093.0,1028
2023-12-11 13:25:00,16091.0,16097.0,16071.0,16082.0,643
2023-12-11 13:30:00,16083.0,16083.0,16061.0,16072.0,450
2023-12-11 13:35:00,16072.0,16115.0,16072.0,16114.0,805
2023-12-11 13:40:00,16114.0,16114.0,16091.0,16104.0,623
2023-12-11 13:45:00,16104.0,16116.0,16095.0,16095.0,499
2023-12-11 13:50:00,16093.0,16094.0,16065.0,16085.0,880
2023-12-11 13:55:00,16082.0,16086.0,16068.0,16075.0,330
2023-12-11 14:00:00,16073.0,16100.0,16069.0,16099.0,490
2023-12-11 14:05:00,16096.0,16157.0,16089.0,16154.0,1477
2023-12-11 14:10:00,16154.0,16182.0,16146.0,16176.0,1919
2023-12-11 14:15:00,16176.0,16195.0,16150.0,16191.0,1219
2023-12-11 14:20:00,16192.0,16277.0,16184.0,16271.0,2611
2023-12-11 14:25:00,16273.0,16283.0,16233.0,16251.0,2181
2023-12-11 14:30:00,16251.0,16315.0,16250.0,16273.0,2263
2023-12-11 14:35:00,16275.0,16297.0,16264.0,16268.0,1022
2023-12-11 14:40:00,16266.0,16270.0,16224.0,16227.0,1462
2023-12-11 14:45:00,16227.0,16232.0,16196.0,16203.0,1276
2023-12-11 14:50:00,16204.0,16204.0,16183.0,16188.0,976
2023-12-11 14:55:00,16189.0,16201.0,16182.0,16198.0,604
